1-2863 ㄔㄨㄛˋ
C-7B79 ㄇㄧㄣˇ
C-7B7A ㄧㄝˋ
C-7B7A ㄓㄨㄞ
C-7B7A ㄓㄨㄞˋ
C-7B7B ㄓㄨㄥ
C-7B7C ㄔㄨㄣˊ
C-7B7D ㄆㄟˋ
C-7B7E ㄊㄢˇ
C-7C21 ㄧㄢˋ
C-7C22 ㄑㄩㄣ
C-7C23 ㄧㄢˋ
C-7C24 ㄌㄧㄡˇ
C-7C25 ㄏㄨˋ
C-7C26 ㄏㄢ
C-7C27 ㄈㄡˇ
C-7C28 ㄗㄡˇ
C-7C29 ㄇㄤˇ
C-7C2A ㄨ
C-7C2B ㄩㄥˇ
C-7C2C ㄕㄡˋ
C-7C2D ㄕㄣ
C-7C2E ㄅㄧㄢˋ
C-7C2F ㄒㄧㄡˋ
C-7C30 ㄆㄧㄥ
C-7C31 ㄓㄨㄥ
C-7C32 ㄩㄝˋ
C-7C33 ㄩㄥˇ
C-7C34 ㄆㄠˋ
C-7C35 ㄕㄥ
C-7C35 ㄖㄨㄟˇ
C-7C36 ㄐㄧㄣ
C-7C37 ㄌㄧㄥˊ
C-7C38 ㄅㄟ
C-7C38 ㄅㄧˋ
C-7C39 ㄒㄩ
C-7C3A ㄙㄨㄟˋ
C-7C3B ㄗㄠˇ
C-7C3C ㄓㄞ
C-7C3D ㄕˊ
C-7C3E ㄕㄣ
C-7C3F ㄅㄠˇ
C-7C40 ㄕˋ
C-7C41 ㄉㄞˋ
C-7C42 ㄓㄢˇ
C-7C43 ㄉㄡ
C-7C44 ㄓㄨㄟ
C-7C44 ㄔㄨㄟˊ
C-7C45 ㄏㄠˋ
C-7C46 ㄐㄧㄥˇ
C-7C47 ㄏㄨㄟˋ
C-7C48 ㄩㄢˋ
C-7C49 ㄓㄞ
C-7C4A ㄑㄧˋ
C-7C4B ㄓㄨㄥ
C-7C4C ㄑㄩ
C-7C4C ㄑㄩˇ
C-7C4D ㄏㄜˊ
C-7C4E ㄎㄨㄣ
C-7C4F ㄌㄧㄤˇ
C-7C50 ㄔㄣˊ
C-7C51 ㄨㄟˋ
C-7C51 ㄨㄟˊ
C-7C52 ㄌㄤˊ
C-7C53 ㄕㄢ
C-7C54 ㄋㄧˊ
C-7C55 ㄏㄨㄚˋ
C-7C56 ㄒㄧㄡ
C-7C57 ㄧㄢˇ
C-7C58 ㄐㄩˇ
C-7C58 ㄗㄨˇ
C-7C59 ㄍㄜˊ
C-7C5A ㄍㄨㄟˋ
C-7C5B ㄩˊ
C-7C5C ㄌㄨˋ
C-7C5D ㄊㄞˊ
C-7C5E ㄎㄤˋ
C-7C5F ㄌㄡˋ
C-7C60 ㄍㄠˋ
C-7C62 ㄔㄨㄟˊ
C-7C63 ㄧㄢˊ
C-7C64 ㄊㄨㄥˊ
C-7C65 ㄩˇ
C-7C66 ㄐㄧˊ
C-7C67 ㄉㄨˋ
C-7C68 ㄨㄤˇ
C-7C69 ㄈㄟ
C-7C69 ㄆㄟˋ
C-7C6A ㄒㄧㄢˊ
C-7C6B ㄧㄢˊ
C-7C6C ㄓˋ
C-7C6D ㄌㄧㄥˊ
C-7C6E ㄋㄧˊ
C-7C6F ㄕㄥˊ
C-7C70 ㄙㄢ
C-7C71 ㄗㄠˋ
C-7C72 ㄏㄨㄛˋ
C-7C73 ㄎㄨㄢˇ
C-7C74 ㄙˋ
C-7C75 ㄌㄩˇ
C-7C76 ㄈㄤˊ
C-7C77 ㄧㄡˋ
C-7C78 ㄧˊ
C-7C79 ㄐㄧㄝˊ
C-7C7A ㄊㄠ
C-7C7B ㄩˇ
C-7C7C ㄨㄟˇ
C-7C7D ㄩˋ
C-7C7E ㄔㄚ
C-7D21 ㄎㄨㄚ
C-7D22 ㄍㄡ
C-7D23 ㄍㄨㄚˇ
C-7D24 ㄍㄨㄟ
C-7D25 ㄤˊ
C-7D26 ㄩㄢ
C-7D27 ㄧˋ
C-7D28 ㄧㄚ
C-7D29 ㄌㄢˊ
C-7D2A ㄎㄞˋ
C-7D2B ㄘㄜˋ
C-7D2C ㄔㄣˊ
C-7D2D ㄩˋ
C-7D2E ㄐㄧㄠˋ
C-7D2F ㄏㄢˊ
C-7D30 ㄓˊ
C-7D31 ㄕㄨˇ
C-7D32 ㄓㄢˇ
C-7D33 ㄅㄤ
C-7D34 ㄒㄧㄤˋ
C-7D35 ㄏㄨㄚˊ
C-7D36 ㄑㄧㄥ
C-7D37 ㄧㄡˇ
C-7D38 ㄈㄨˊ
C-7D39 ㄍㄨㄥˋ
C-7D3A ㄧㄢˊ
C-7D3B ㄓㄤˋ
C-7D3C ㄐㄧㄢˋ
C-7D3D ㄩˋ
C-7D3E ㄩㄝˋ
C-7D3F ㄐㄧㄝˊ
C-7D40 ㄒㄧ
C-7D40 ㄐㄧㄝˊ
C-7D41 ㄓㄣ
C-7D41 ㄕㄣˋ
C-7D41 ㄖㄣˋ
C-7D42 ㄅㄧˇ
C-7D43 ㄩˋ
C-7D43 ㄩㄢˋ
C-7D43 ㄨㄢˇ
C-7D44 ㄘㄨㄥˊ
C-7D45 ㄒㄩˋ
C-7D46 ㄩ
C-7D47 ㄧˊ
C-7D48 ㄐㄧㄚˊ
C-7D49 ㄍㄥˋ
C-7D4A ㄏㄞˇ
C-7D4B ㄙㄨㄣˇ
C-7D4C ㄅㄧㄢˋ
C-7D4D ㄔㄚˊ
C-7D4E ㄨㄣˊ
C-7D4E ㄑㄧㄣˊ
C-7D4F ㄏㄨㄤˇ
C-7D50 ㄧㄢˊ
C-7D51 ㄙㄨ
C-7D52 ㄍㄢ
C-7D53 ㄇㄛˋ
C-7D54 ㄧㄢˋ
C-7D55 ㄑㄩㄝ
C-7D56 ㄧㄤ
C-7D57 ㄍㄨㄣˇ
C-7D58 ㄊㄧㄥˊ
C-7D59 ㄩˊ
C-7D5A ㄨㄤˋ
C-7D5B ㄑㄧˋ
C-7D5C ㄇㄧㄢˇ
C-7D5D ㄓㄨˊ
C-7D5E ㄆㄧㄥˊ
C-7D5F ㄍㄨˋ
C-7D60 ㄍㄨˇ
C-7D60 ㄐㄧㄚˇ
C-7D61 ㄉㄨㄥ
C-7D62 ㄍㄢ
C-7D63 ㄊㄧㄥˊ
C-7D64 ㄑㄧ
C-7D65 ㄌㄧˋ
C-7D66 ㄧㄣˋ
C-7D67 ㄓㄨˊ
C-7D68 ㄗㄨㄣ
C-7D69 ㄧㄢˋ
C-7D6A ㄔˋ
C-7D6B ㄧ
C-7D6C ㄔㄨˇ
C-7D6D ㄨㄢˋ
C-7D6E ㄊ
C-7D6F ㄕㄨ
C-7D70 ㄌㄤˊ
C-7D71 ㄏㄜˊ
C-7D72 ㄑㄧㄢ
C-7D73 ㄕㄥ
C-7D74 ㄔㄚ
C-7D75 ㄙㄡ
C-7D76 ㄈㄥˊ
C-7D76 ㄊㄧㄥˇ
C-7D77 ㄌㄧㄥˊ
C-7D78 ㄔㄚ
C-7D79 ㄆㄧㄥˊ
C-7D7A ㄐㄧㄢ
C-7D7B ㄎㄡ
C-7D7C ㄉㄨㄥ
C-7D7D ㄨㄣ
C-7D7E ㄐㄧㄡ
C-7E21 ㄕㄣˋ
C-7E22 ㄩ
C-7E23 ㄗㄨㄛˇ
C-7E24 ㄇㄧㄠˇ
C-7E25 ㄐㄧㄠ
C-7E26 ㄉㄢ
C-7E27 ㄙㄨˋ
C-7E28 ㄏㄨㄢˊ
C-7E29 ㄧㄣ
C-7E2A ㄈㄢˇ
C-7E2B ㄖㄢˇ
C-7E2C ㄐㄩㄝˊ
C-7E2D ㄨㄟˊ
C-7E2E ㄐㄧˊ
C-7E2F ㄑㄧㄚ
C-7E30 ㄊㄨㄥˊ
C-7E31 ㄋㄧㄥˋ
C-7E31 ㄋㄧㄥˊ
C-7E32 ㄌㄧㄤˋ
C-7E33 ㄌㄧㄥˇ
C-7E33 ㄌㄧㄥˊ
C-7E34 ㄈㄟˇ
C-7E34 ㄇㄤˊ
C-7E35 ㄊㄨˊ
C-7E36 ㄓㄢ
C-7E36 ㄏㄡˊ
C-7E37 ㄅㄧㄠ
C-7E38 ㄙㄠˇ
C-7E39 ㄋㄨㄥˊ
C-7E3A ㄧˊ
C-7E3B ㄅㄧˋ
C-7E3C ㄩˊ
C-7E3D ㄑㄧˇ
C-7E3E ㄒㄧ
C-7E3E ㄕㄞˋ
C-7E3F ㄒㄧㄡˋ
C-7E40 ㄏㄢˊ
C-7E41 ㄅㄟˋ
C-7E42 ㄈㄣ
C-7E43 ㄩㄥ
C-7E44 ㄩㄢˊ
C-7E45 ㄈㄨˋ
C-7E46 ㄗㄨㄥ
C-7E46 ㄘㄨㄥ
C-7E46 ㄘㄨㄥˊ
C-7E46 ㄗㄨㄥˋ
C-7E47 ㄊㄢˋ
C-7E48 ㄏㄨㄟˋ
C-7E49 ㄔㄤˇ
C-7E4A ㄩㄢˊ
C-7E4B ㄠˋ
C-7E4C ㄧㄢˊ
C-7E4D ㄏㄨㄟˊ
C-7E4E ㄧㄢˊ
C-7E4F ㄧ
C-7E50 ㄌㄧˋ
C-7E51 ㄅㄧㄣ
C-7E51 ㄌㄧㄣˇ
C-7E51 ㄅㄧㄥˇ
C-7E52 ㄌㄧㄢˋ
C-7E53 ㄅㄧˋ
C-7E54 ㄓㄡˋ
C-7E55 ㄉㄡ
C-7E56 ㄐㄧㄝˊ
C-7E57 ㄔㄚˋ
C-7E58 ㄐㄧㄝˊ
C-7E59 ㄌㄡˊ
C-7E5A ㄐㄧˊ
C-7E5B ㄩㄢˊ
C-7E5B ㄏㄨㄤ
C-7E5C ㄕㄨˋ
C-7E5C ㄊㄧㄠˊ
C-7E5D ㄑㄩㄝˋ
C-7E5D ㄐㄩㄝˊ
C-7E5E ㄈㄨˊ
C-7E5F ㄈㄣ
C-7E5F ㄆㄣˊ
C-7E60 ㄕㄢ
C-7E61 ㄋㄚ
C-7E61 ㄋㄟˇ
C-7E61 ㄋㄚˋ
C-7E61 ㄋㄟˋ
C-7E61 ㄋㄚˇ
C-7E61 ㄋㄨㄛˊ
C-7E62 ㄠˊ
C-7E62 ㄠˋ
C-7E63 ㄍㄨㄣˇ
C-7E64 ㄧㄡˋ
C-7E65 ㄇㄠˇ
C-7E66 ㄩㄣˊ
C-7E67 ㄈㄢˊ
C-7E68 ㄑㄧㄡ
C-7E69 ㄅㄥˊ
C-7E69 ㄈㄨˇ
C-7E6A ㄐㄧ
C-7E6B ㄓㄞ
C-7E6C ㄔㄡˊ
C-7E6D ㄕㄨˋ
C-7E6E ㄔㄜ
C-7E6E ㄓㄣˋ
C-7E6F ㄒㄩㄢˊ
C-7E70 ㄌㄧㄡˊ
C-7E71 ㄍㄥˇ
C-7E72 ㄐㄧˊ
C-7E73 ㄓㄠ
C-7E74 ㄇㄧㄢˇ
C-7E75 ㄔㄤˋ
C-7E76 ㄉㄞˋ
C-7E77 ㄕㄨ
C-7E77 ㄌㄧㄡˊ
C-7E78 ㄇㄥˊ
C-7E78 ㄏㄨㄢˋ
C-7E79 ㄉㄠˋ
C-7E79 ㄐㄧㄝˊ
C-7E7A ㄕㄚˋ
C-7E7B ㄌㄜˋ
C-7E7C ㄉㄧㄢˇ
C-7E7D ㄌㄧㄡˊ
C-7E7E ㄇㄞˋ
D-2124 ?
D-2126 ?
D-2127 ㄨㄞ
D-2129 ㄓㄨㄥ
D-2129 ㄔㄨㄥˊ
D-212F ?
D-2131 ?
D-2132 ?
D-2133 ㄨㄥˇ
D-2134 ㄓㄨㄥˋ
D-2137 ㄍㄨㄟ
D-2139 ㄐㄧㄥˇ
D-213C ㄘˊ
D-213D ㄧㄢˋ
D-2142 ㄅㄧㄥˇ
D-2143 ㄘㄠˊ
D-2144 ㄔㄨㄟˊ
D-2145 ㄘㄠˊ
D-2146 ㄙㄨㄛˇ
D-2149 ㄩㄢˋ
D-214B ㄐㄩㄢˋ
D-214D ㄅㄟˋ
D-214F ㄅㄠˇ
D-214F ㄐㄧˊ
D-2151 ㄌㄨㄥˊ
D-2153 ㄨㄟˇ
D-2155 ㄎㄨㄟˊ
D-2157 ㄒㄧˊ
D-2159 ㄐㄧㄣˋ
D-215A ㄑㄧㄤ
D-215C ㄍㄨㄥˋ
D-215D ㄣ
D-215F ㄧˋ
D-2160 ㄕㄢˇ
D-2163 ㄑㄩㄢˊ
D-2164 ㄔㄨㄟˊ
D-2165 ㄅㄟˋ
D-2166 ㄉㄧㄢ
D-2167 ㄧㄣ
D-2169 ㄊㄧㄥˊ
D-216A ㄘㄞˊ
D-216F ㄒㄩㄥ
D-2171 ㄊㄤˇ
D-2175 ㄧㄢˋ
D-2176 ㄧㄢˇ
D-2222 ㄉㄧㄢ
D-2223 ㄧㄤˋ
D-2224 ㄇㄧˋ
D-2225 ㄐㄧㄣ
D-2227 ㄏㄨㄤˋ
D-2228 ㄩㄣˇ
D-222A ㄏㄨㄤˋ
D-222C ㄉㄡ
D-2230 ㄩˇ
D-2231 ㄦˇ
D-2232 ㄑㄩㄝ
D-2232 ㄑㄩㄝˋ
D-2234 ㄩㄢ
D-2235 ㄧˋ
D-2235 ㄍㄠ
D-223B ㄔㄥˊ
D-223E ㄈㄨˇ
D-223F ㄎㄨㄛˋ
D-2240 ㄆㄨˇ
D-2241 ㄓㄨㄥ
D-2242 ㄉㄡ
D-2243 ㄉㄡ
D-2246 ㄉㄡ
D-224C ㄏㄨㄚˋ
D-224F ?
D-2250 ㄏㄨㄚ
D-2250 ㄏㄨㄚˋ
D-2251 ㄕㄥˋ
D-2252 ?
D-2253 ㄍㄨㄚˇ
D-2257 ㄕㄥˋ
D-2258 ㄑㄩㄢˋ
D-2261 ㄙㄢˇ
D-2261 ㄔㄨㄟˊ
D-2263 ㄍㄢˋ
D-2268 ?
D-226E ?
D-2273 ㄔㄨㄟˊ
D-2274 ㄙㄨˋ
D-2275 ㄏㄨˋ
D-2276 ㄉㄧㄢ
D-2277 ㄕㄣ
D-2277 ㄘㄢˋ
D-2278 ㄓㄣˇ
D-227B ㄘㄨㄟˋ
D-2321 ?
D-2325 ㄒㄧㄥ
D-2325 ㄌㄧㄢˊ
D-2326 ㄅㄧㄢ
D-2329 ㄙㄨㄛ
D-232A ㄑㄧㄤ
D-232C ㄎㄜ
D-232D ㄔㄥˊ
D-232F ㄔㄨㄢ
D-2336 ㄔㄣ
D-2336 ㄊㄧㄢˊ
D-2337 ㄓˋ
D-233B ㄔㄣ
D-233B ㄊㄧㄢˊ
D-233D ?
D-233E ㄑㄧㄚˋ
D-2341 ㄏㄨ
D-2342 ?
D-2344 ㄒㄧㄡˋ
D-2346 ㄖㄨㄥˊ
D-2347 ㄑㄩㄢˊ
D-2349 ㄕㄡˋ
D-234A ㄜˋ
D-234B ㄊㄨˊ
D-234F ㄇㄧㄠˊ
D-2351 ㄎㄨㄟˊ
D-2356 ㄨㄣ
D-2356 ㄧㄢˊ
D-2359 ㄒㄧㄥ
D-235F ㄉㄨㄟ
D-235F ㄔㄨㄟ
D-2361 ㄊㄧㄥˊ
D-2362 ㄓㄨㄥˇ
D-2365 ㄍㄨˋ
D-2367 ㄊㄚˇ
D-2368 ㄉㄨˇ
D-236A ㄗ
D-236E ㄑㄧㄚˋ
D-2370 ㄙㄡˇ
D-2371 ㄅㄟˋ
D-2372 ㄐㄧㄢ
D-2374 ?
D-2375 ㄍㄡˇ
D-2376 ㄩˋ
D-2377 ㄇㄟˊ
D-2378 ㄩㄢˋ
D-2379 ㄞ
D-237A ㄌㄧㄥˊ
D-237B ㄩㄝ
D-237C ㄊㄧㄢˋ
D-237D ㄖㄨㄢˇ
D-237E ㄍㄨㄞˋ
D-2421 ㄗㄡˋ
D-2422 ㄅㄛˊ
D-2424 ㄑㄧˊ
D-2427 ㄌㄤˊ
D-242E ㄌㄡˊ
D-242F ㄆㄧㄥˊ
D-2432 ㄌㄧㄤˋ
D-2433 ㄅㄧˋ
D-2435 ㄏㄨˊ
D-2435 ㄎㄨㄣ
D-2436 ㄑㄩㄢˊ
D-2437 ㄆㄧㄥˊ
D-243B ㄋㄨㄛˊ
D-243C ㄓㄣ
D-243D ㄒㄧㄤ
D-243F ㄏㄨㄟˋ
D-2440 ㄧㄢ
D-2442 ㄐㄧㄠˇ
D-2446 ㄐㄧㄢ
D-244B ㄧㄝˊ
D-244C ㄈㄥˋ
D-244D ㄐㄧㄡˇ
D-244E ㄙㄤ
D-2451 ㄋㄩㄝˋ
D-2454 ㄇㄟˇ
D-2456 ㄉㄨㄢˋ
D-2458 ㄋㄩㄝˋ
D-2459 ㄎㄜˋ
D-245A ㄏㄡˋ
D-245B ㄡˇ
D-245C ㄍㄢ
D-245D ㄌㄧㄤˋ
D-2460 ㄓㄣ
D-2465 ㄇㄟˇ
D-2466 ㄉㄧˋ
D-2467 ㄅㄧˋ
D-2469 ㄏㄜˊ
D-246A ㄇㄛˊ
D-246C ㄈㄥ
D-246F ㄑㄩㄢˊ
D-2470 ㄒㄧ
D-2474 ㄑㄧㄤˇ
D-2476 ㄗ
D-2479 ㄅㄧˋ
D-247A ㄐㄩㄢ
D-247B ㄆㄧㄣˇ
D-247E ㄧˋ
D-2523 ㄍㄨㄢˋ
D-2525 ㄐㄧㄝˊ
D-2529 ㄅㄧˋ
D-252A ㄓㄣ
D-252F ㄕˊ
D-2530 ㄧㄥ
D-2537 ㄅㄧㄣ
D-2539 ?
D-253A ㄨㄛ
D-253B ㄖㄨㄟˋ
D-253C ㄌㄡˊ
D-253D ㄐㄧㄢˇ
D-253E ㄎㄜ
D-253F ㄉㄞˋ
D-2540 ㄊㄨㄛˊ
D-2541 ㄓㄣ
D-2542 ㄓˋ
D-2543 ㄋㄧㄥˊ
D-2544 ㄩˇ
D-2545 ㄏㄨㄢˊ
D-2546 ㄏㄨㄢˊ
D-2548 ㄊㄞˋ
D-2549 ?
D-254A ㄔㄨㄤ
D-254B ㄏㄢˊ
D-254D ㄧㄢˋ
D-2551 ㄒㄩㄣˊ
D-2555 ㄔㄤˊ
D-2556 ㄎㄨㄟˊ
D-2558 ㄒㄧ
D-255A ㄓㄢ
D-255B ㄌㄩˇ
D-255C ㄑㄩ
D-255E ㄑㄩㄣˊ
D-255F ㄨㄟˇ
D-2560 ㄕㄨˇ
D-2561 ?
D-2563 ㄕˋ
D-2564 ㄉㄨㄥ
D-2564 ㄐㄧㄢˇ
D-2565 ㄆㄧㄥˊ
D-2569 ㄋㄢˊ
D-256C ㄨㄟ
D-256F ㄓㄣ
D-2570 ㄏㄨㄤˊ
D-2571 ㄐㄧㄝˊ
D-2572 ㄔㄢˊ
D-2573 ㄈㄨˋ
D-2574 ㄇㄠˋ
D-2575 ㄑㄧㄢ
D-2577 ㄙㄨㄟˋ
D-2579 ㄖㄣˇ
D-257A ?
D-257B ㄎㄞˇ
D-257C ㄩㄝˋ
D-257D ㄩˊ
D-2622 ㄔˊ
D-2623 ㄒㄩㄣˋ
D-2625 ㄔㄤˋ
D-2625 ㄊㄧˋ
D-2627 ㄉㄞˋ
D-2629 ㄒㄧㄥ
D-262D ㄅㄧㄢˇ
D-262E ㄔㄥ
D-2631 ㄨㄟˋ
D-2632 ㄌㄩˋ
D-2633 ㄩㄥ
D-2638 ㄔㄢˊ
D-2639 ㄓㄢˋ
D-263B ㄋㄩㄝˋ
D-263C ㄩㄥ
D-263D ㄏㄨㄤˊ
D-263E ㄉㄧˊ
D-263F ㄐㄩㄢˋ
D-2641 ㄧㄢˇ
D-2643 ㄐㄧㄝ
D-2644 ㄦˋ
D-2647 ㄔㄥ
D-2649 ㄍㄨㄛ
D-2655 ㄧㄢˋ
D-2656 ㄘㄢ
D-2656 ㄕㄣ
D-265A ㄒㄩ
D-265B ㄩˋ
D-265C ㄨㄟ
D-265D ㄐㄧㄚˇ
D-265F ㄧㄢˇ
D-2660 ㄨㄟˊ
D-2668 ㄒㄧ
D-2668 ㄇㄟˊ
D-2669 ㄑㄧㄢ
D-266A ㄨㄣˊ
D-266B ㄇㄟˊ
D-266C ㄕㄣˋ
D-266E ㄙ
D-2670 ㄋㄧㄢˋ
D-2671 ㄒㄧㄢˋ
D-2675 ㄕㄣˋ
D-2678 ㄑㄧ
D-2679 ㄧˊ
D-267A ㄆㄣˊ
D-267B ㄖㄢˊ
D-267B ㄧㄣˇ
D-267C ㄓㄠˇ
D-267E ㄆㄧㄥˊ
D-2721 ㄇㄟˇ
D-2722 ㄆㄧㄥˊ
D-2723 ㄜ
D-2724 ㄎㄨㄟ
D-2725 ㄇㄧㄣˇ
D-2727 ㄘˊ
D-2729 ㄩˊ
D-272A ㄗㄨㄥˇ
D-272A ㄔㄨㄥˇ
D-272C ?
D-272D ㄐㄧㄢ
D-272D ㄑㄧㄢˊ
D-272F ㄌㄤˊ
D-2730 ㄇㄧㄣˇ
D-2731 ㄋㄧㄣˊ
D-2734 ㄋㄢˊ
D-2735 ㄋㄠˇ
D-2736 ㄊㄢ
D-2737 ㄨㄛˋ
D-2738 ㄆㄧㄥˊ
D-2739 ㄗㄞˋ
D-2739 ㄐㄧˇ
D-273C ?
D-273F ㄊㄨㄛ
D-2743 ㄒㄧˇ
D-2743 ㄅㄧㄢˋ
D-2745 ㄑㄩㄢˊ
D-2748 ㄘㄨㄛˋ
D-2749 ㄐㄧㄝˊ
D-274A ㄨㄢˇ
D-274D ㄙㄨㄣˇ
D-274D ㄊㄧㄢˊ
D-2755 ㄐㄧㄚˊ
D-2757 ㄈㄟ
D-275A ㄕㄢˋ
D-275B ㄙㄨㄣˇ
D-275C ㄋㄠˊ
D-275D ㄓㄠˋ
D-2760 ㄒㄧㄥ
D-2763 ㄐㄧㄝˊ
D-2766 ㄅㄛ
D-2767 ㄒㄩㄢˊ
D-276A ㄐㄩˇ
D-276C ㄘㄞˇ
D-2772 ?
D-2774 ㄎㄢˋ
D-2778 ㄋㄧㄝ
D-2779 ㄐㄧˊ
D-277D ㄧㄠˊ
D-2821 ㄓㄚˋ
D-2823 ㄐㄧㄝˊ
D-2824 ㄍㄡˇ
D-2825 ㄇㄛ
D-2826 ㄨㄢˇ
D-2827 ㄕˋ
D-2828 ㄍㄨㄥˋ
D-282A ㄧㄤˊ
D-282B ㄔㄤˇ
D-282D ㄉㄨㄣ
D-282E ㄧㄠˊ
D-282F ?
D-2833 ㄑㄧ
D-2834 ㄙㄜˋ
D-2835 ㄌㄧˋ
D-2836 ㄌㄢˊ
D-2837 ?
D-2838 ㄐㄧㄥˋ
D-283A ?
D-283B ㄒㄩㄣˋ
D-283C ㄐㄩ
D-283D ㄈㄟ
D-283D ㄈㄟˇ
D-283E ㄎㄨㄟˊ
D-2841 ㄕㄤ
D-2841 ㄔㄤˊ
D-2842 ㄓㄢˋ
D-2843 ?
D-2844 ㄐㄧㄣ
D-2845 ㄓㄣˇ
D-2846 ㄈㄨ
D-2847 ㄆㄤˊ
D-2849 ㄎㄨㄣˋ
D-284A ㄓㄥ
D-284D ㄐㄧㄣˋ
D-284F ㄇㄨˋ
D-2851 ㄧˋ
D-2851 ㄍㄠ
D-2852 ㄍㄢˇ
D-2852 ㄑㄧㄢˊ
D-2853 ㄓㄥ
D-2858 ㄅㄧㄠ
D-285A ㄧˊ
D-285C ㄅㄧㄥˋ
D-285D ㄌㄞˋ
D-285E ㄅㄨˋ
D-285E ㄆㄟˊ
D-285F ㄒㄩˋ
D-2860 ㄅㄣ
D-2863 ㄅㄧˋ
D-2864 ㄓㄜˇ
D-2868 ㄩㄥˇ
D-286A ㄈㄢˇ
D-286B ㄉㄧㄥˇ
D-286C ㄖㄜˋ
D-286C ㄉㄧㄥˇ
D-286F ㄏㄠˋ
D-2871 ㄕㄥ
D-2877 ㄒㄧㄡˋ
D-287B ㄒㄩˋ
D-287C ㄎㄨㄣ
D-287D ㄒㄩˋ
D-287E ㄒㄩˋ
D-2921 ㄇㄟˊ
D-2925 ㄒㄧ
D-2926 ㄑㄧㄥ
D-2929 ㄒㄧㄥ
D-292A ㄇㄛˋ
D-292C ㄙㄠ
D-292D ㄩㄣˊ
D-2930 ㄍㄨˋ
D-2933 ㄍㄨˋ
D-2934 ㄒㄧˊ
D-2937 ㄆㄧㄣ
D-2938 ㄓㄡˇ
D-2939 ㄈㄤ
D-293B ㄇㄥˇ
D-293F ㄒㄧㄡˋ
D-2940 ㄇㄧㄥˊ
D-2943 ㄔㄤˊ
D-2944 ?
D-2949 ㄒㄧㄥˋ
D-294B ㄧㄥˊ
D-294D ㄌㄧㄤˊ
D-294F ㄧㄡˇ
D-2950 ㄈㄢˊ
D-2951 ㄌㄞˊ
D-2951 ㄌㄟˇ
D-2953 ㄌㄧㄤˊ
D-2954 ㄊㄠˊ
D-2955 ㄌㄧㄤˊ
D-2957 ㄊㄞˊ
D-2959 ㄅㄤˇ
D-295B ㄙㄣ
D-295B ㄙㄢˇ
D-295C ㄓㄨˊ
D-295D ㄉㄧˋ
D-295D ㄊㄧˋ
D-295E ㄌㄨㄛˋ
D-2960 ㄌㄤˊ
D-2961 ㄍㄣˋ
D-2964 ㄨ
D-2967 ㄉㄧˋ
D-2967 ㄊㄧˋ
D-2969 ㄆㄛˋ
D-296A ㄩㄥˊ
D-296B ㄌㄧˋ
D-296C ?
D-296D ㄑㄩㄢ
D-296F ㄐㄧㄢ
D-2971 ㄇㄧˋ
D-2972 ㄑㄩ
D-2974 ㄙㄨㄥ
D-2975 ㄜˋ
D-2977 ㄘㄨㄥ
D-2978 ㄅㄧㄥˇ
D-297A ㄦˊ
D-297A ㄖㄣˋ
D-297D ?
D-297E ㄏㄨㄞˊ
D-2A21 ㄍㄨㄚˋ
D-2A23 ㄔㄨˇ
D-2A26 ㄧㄥˊ
D-2A26 ㄊㄚˋ
D-2A27 ㄑㄧˋ
D-2A2C ㄔㄣˊ
D-2A2D ㄗㄠˇ
D-2A2D ㄕㄨˋ
D-2A2E ㄙㄨˋ
D-2A2E ㄙㄨㄛˇ
D-2A2F ㄩㄝˋ
D-2A30 ㄆㄧ
D-2A33 ㄙㄨㄥ
D-2A34 ㄓˊ
D-2A37 ㄧㄥˇ
D-2A38 ㄊㄨㄛˊ
D-2A39 ㄑㄧ
D-2A3A ㄘˊ
D-2A3C ㄕㄨㄛˋ
D-2A3D ㄍㄥ
D-2A3E ㄓㄨㄤ
D-2A3F ㄗㄠˇ
D-2A40 ㄑㄩˇ
D-2A42 ㄆㄧㄥˊ
D-2A45 ㄈㄨˋ
D-2A46 ㄑㄩㄢˊ
D-2A48 ㄐㄧˊ
D-2A4A ?
D-2A4B ㄉㄨㄥ
D-2A4E ㄒㄧˊ
D-2A4F ㄆㄢˊ
D-2A51 ㄘㄥˊ
D-2A56 ㄖㄨㄢˇ
D-2A57 ㄎㄨㄣ
D-2A58 ㄕㄨ
D-2A5A ㄔㄡˊ
D-2A5E ㄋㄧㄢˋ
D-2A5F ㄏㄢˊ
D-2A60 ㄌㄨㄣˊ
D-2A61 ㄓˊ
D-2A62 ㄍㄨˇ
D-2A63 ㄎㄜˊ
D-2A63 ㄍㄨˇ
D-2A65 ㄏㄨㄟˇ
D-2A67 ㄆㄡˇ
D-2A68 ㄍㄢˇ
D-2A6E ㄒㄧˊ
D-2A6F ?
D-2A70 ㄅㄧˇ
D-2A71 ㄏㄠˊ
D-2A72 ㄈㄤ
D-2A74 ㄕㄨ
D-2A76 ㄇㄠˊ
D-2A77 ㄌㄧㄣˊ
D-2A78 ㄈㄚˇ
D-2A79 ㄩㄣ
D-2A7B ㄊㄠ
D-2A7D ㄐㄧㄝ
D-2A7D ㄉㄧㄝˊ
D-2A7E ㄆㄧㄣ
D-2B21 ㄓㄥˋ
D-2B22 ㄧㄢˋ
D-2B24 ㄨㄟˋ
D-2B25 ㄌㄧˋ
D-2B27 ㄩˊ
D-2B29 ㄧㄢˇ
